dates,on,off,g_val,times,avg,delta,int_dates,distance,avg_clean,Temp,Pressure,Humidity,Solar_radiation,harvest,tank,status_harvest
2023-11-16 10:00:00-05:00,,,,,,,,,,,,,,22.11,,restock
2023-11-16 22:05:04-05:00,16.0,0.0,670.0,22:05:04,623.8,670.0,1066137005.0,142.171875,623.8,24.375,1012.4583333333336,78.5,356.25,,5.0,
2023-11-16 22:52:58-05:00,22.0,0.0,697.0,22:52:58,593.4285714285714,697.0,1066137052.0,164.3408203125,593.4285714285714,24.375,1012.4583333333336,78.5,356.25,,5.0,
2023-11-16 23:16:48-05:00,33.0,0.0,720.0,23:16:48,595.5,720.0,1066137076.0,184.88134765625,595.5,24.25,1011.575,79.33333333333333,157.25,,5.0,
2023-11-17 00:28:42-05:00,14.0,0.0,537.0,00:28:42,602.5454545454545,537.0,1066137148.0,5.46923828125,602.5454545454545,25.08333333333333,1011.0916666666667,76.5,216.91666666666663,,5.0,
2023-11-17 00:52:18-05:00,15.0,0.0,495.0,00:52:18,595.0,495.0,1066137172.0,49.90966796875,595.0,25.08333333333333,1011.0916666666667,76.5,216.91666666666663,,5.0,
2023-11-17 01:15:36-05:00,19.0,0.0,507.0,01:15:36,580.6666666666666,507.0,1066137195.0,40.244140625,580.6666666666666,24.883333333333336,1010.65,77.66666666666667,76.41666666666667,,5.0,
2023-11-17 01:38:54-05:00,18.0,0.0,528.0,01:38:54,580.6666666666666,528.0,1066137218.0,21.57373046875,580.6666666666666,24.883333333333336,1010.65,77.66666666666667,76.41666666666667,,5.0,
2023-11-17 02:02:12-05:00,21.0,0.0,610.0,02:02:12,570.0909090909091,610.0,1066137242.0,57.99951171875,570.0909090909091,24.383333333333336,1010.0916666666667,80.66666666666667,44.33333333333334,,5.0,
2023-11-17 02:25:20-05:00,17.0,0.0,567.0,02:25:20,555.1,567.0,1066137265.0,12.6787109375,555.1,24.383333333333336,1010.0916666666667,80.66666666666667,44.33333333333334,,5.0,
