dates,on,off,g_val,times,avg,delta,int_dates,distance,avg_clean,Temp,Pressure,Humidity,Solar_radiation,harvest,tank,status_harvest
2023-07-27 10:00:00-04:00,,,,,,,,,,,,,,22.11,,restock
2023-08-03 10:00:00-04:00,,,,,,,,,,,,,,-14.0,,harvest
2023-08-10 10:00:00-04:00,,,,,,,,,,,,,,-24.3,,harvest
2023-08-10 22:18:45-04:00,44.0,0.0,808.0,22:18:45,909.7777777777778,808.0,1065995898.0,104.984375,792.5,34.361538461538466,1015.2769230769233,65.23076923076923,482.8461538461538,,5.0,
2023-08-10 22:41:20-04:00,80.0,0.0,691.0,22:41:20,907.1,691.0,1065995921.0,20.75,802.5555555555555,34.361538461538466,1015.2769230769233,65.23076923076923,482.8461538461538,,5.0,
2023-08-10 23:03:24-04:00,15.0,0.0,715.0,23:03:24,898.4545454545455,715.0,1065995943.0,5.0234375,803.5,30.54545454545455,1014.6181818181816,74.72727272727273,156.63636363636363,,5.0,
2023-08-10 23:25:29-04:00,20.0,0.0,770.0,23:25:29,881.5,770.0,1065995965.0,41.7890625,793.6363636363636,30.54545454545455,1014.6181818181816,74.72727272727273,156.63636363636363,,5.0,
2023-08-10 23:47:34-04:00,15.0,0.0,961.0,23:47:34,858.0769230769231,961.0,1065995987.0,224.6953125,775.5833333333334,30.54545454545455,1014.6181818181816,74.72727272727273,156.63636363636363,,5.0,
2023-08-11 00:09:38-04:00,19.0,0.0,718.0,00:09:38,840.7857142857143,718.0,1065996009.0,26.3125,763.3076923076923,30.825,1014.3083333333334,77.41666666666667,213.91666666666663,,5.0,
2023-08-11 00:54:30-04:00,16.0,0.0,643.0,00:54:30,836.0625,643.0,1065996054.0,117.421875,768.6,30.825,1014.3083333333334,77.41666666666667,213.91666666666663,,5.0,
2023-08-11 01:17:20-04:00,60.0,0.0,1034.0,01:17:20,836.0625,1034.0,1065996077.0,265.4921875,768.6,27.78333333333333,1014.075,86.41666666666669,123.75,,5.0,
2023-08-11 01:39:25-04:00,20.0,0.0,883.0,01:39:25,837.9333333333333,883.0,1065996099.0,106.84375,765.7857142857143,27.78333333333333,1014.075,86.41666666666669,123.75,,5.0,
2023-08-11 02:01:29-04:00,27.0,0.0,812.0,02:01:29,848.4285714285714,812.0,1065996121.0,28.28125,771.5384615384615,27.55,1014.625,85.75,17.5,,5.0,
2023-08-11 02:23:34-04:00,30.0,0.0,695.0,02:23:34,858.6923076923077,695.0,1065996143.0,96.1875,776.25,27.55,1014.625,85.75,17.5,,5.0,
2023-08-11 02:45:38-04:00,14.0,0.0,577.0,02:45:38,866.0833333333334,577.0,1065996165.0,221.578125,776.8181818181819,27.55,1014.625,85.75,17.5,,5.0,
2023-08-11 03:08:16-04:00,20.0,0.0,616.0,03:08:16,857.4545454545455,616.0,1065996188.0,190.203125,758.4,25.8,1015.825,91.25,2.583333333333333,,5.0,
2023-08-11 03:30:21-04:00,21.0,0.0,851.0,03:30:21,871.4,851.0,1065996210.0,37.5859375,762.8888888888889,25.8,1015.825,91.25,2.583333333333333,,5.0,
2023-08-11 03:52:25-04:00,16.0,0.0,755.0,03:52:25,762.8888888888889,755.0,1065996232.0,65.53125,762.8888888888889,25.8,1015.825,91.25,2.583333333333333,,5.0,
2023-08-11 22:02:30-04:00,18.0,0.0,854.0,22:02:30,1161.1666666666667,854.0,1065997322.0,209.109375,1054.0,32.775,1015.7666666666668,74.58333333333333,930.3333333333336,,5.0,
2023-08-11 22:24:37-04:00,17.0,0.0,788.0,22:24:37,1208.142857142857,788.0,1065997344.0,277.796875,1054.0,32.775,1015.7666666666668,74.58333333333333,930.3333333333336,,5.0,
2023-08-11 23:08:49-04:00,42.0,0.0,1079.0,23:08:49,1178.888888888889,1079.0,1065997388.0,8.125,1060.4285714285713,32.5,1015.2818181818184,75.63636363636364,837.0,,5.0,
2023-08-11 23:30:55-04:00,31.0,0.0,1319.0,23:30:55,1144.2,1319.0,1065997410.0,245.71875,1031.875,32.5,1015.2818181818184,75.63636363636364,837.0,,5.0,
2023-08-11 23:53:00-04:00,47.0,0.0,1230.0,23:53:00,1126.2727272727273,1230.0,1065997433.0,154.28125,1022.4444444444445,32.5,1015.2818181818184,75.63636363636364,837.0,,5.0,
2023-08-12 01:44:04-04:00,22.0,0.0,1072.0,01:44:04,1146.5,1072.0,1065997544.0,14.078125,1057.1,33.016666666666666,1014.5166666666668,72.58333333333333,493.41666666666674,,5.0,
2023-08-12 02:06:09-04:00,60.0,0.0,1081.0,02:06:09,1096.4545454545455,1081.0,1065997566.0,6.875,1057.1,32.800000000000004,1014.4416666666666,72.58333333333333,267.25,,5.0,
2023-08-12 02:28:14-04:00,37.0,0.0,832.0,02:28:14,1098.2,832.0,1065997588.0,257.5625,1054.6666666666667,32.800000000000004,1014.4416666666666,72.58333333333333,267.25,,5.0,
2023-08-12 02:50:19-04:00,39.0,0.0,947.0,02:50:19,1073.6666666666667,947.0,1065997610.0,144.1796875,1021.625,32.800000000000004,1014.4416666666666,72.58333333333333,267.25,,5.0,
2023-08-12 03:12:24-04:00,22.0,0.0,898.0,03:12:24,1054.125,898.0,1065997632.0,194.703125,991.8571428571429,31.54166666666667,1014.5,75.16666666666667,63.08333333333334,,5.0,
2023-08-12 03:34:29-04:00,30.0,0.0,945.0,03:34:29,1054.125,945.0,1065997654.0,149.140625,991.8571428571429,31.54166666666667,1014.5,75.16666666666667,63.08333333333334,,5.0,
2023-08-12 03:56:54-04:00,44.0,0.0,1168.0,03:56:54,1054.125,1168.0,1065997676.0,72.5078125,991.8571428571429,31.54166666666667,1014.5,75.16666666666667,63.08333333333334,,5.0,
2023-08-12 22:04:58-04:00,49.0,0.0,1173.0,22:04:58,1121.2222222222222,1173.0,1065998764.0,120.4296875,1022.0,33.4,1015.675,70.5,937.75,,5.0,
2023-08-12 22:49:19-04:00,23.0,0.0,1115.0,22:49:19,1108.909090909091,1115.0,1065998809.0,68.8359375,1029.0,33.4,1015.675,70.5,937.75,,5.0,
2023-08-12 23:11:41-04:00,53.0,0.0,1025.0,23:11:41,1105.8333333333333,1025.0,1065998831.0,17.90625,1033.3,33.19166666666667,1014.8666666666667,69.08333333333333,833.75,,5.0,
2023-08-12 23:34:15-04:00,26.0,0.0,1337.0,23:34:15,1115.7692307692307,1337.0,1065998854.0,297.609375,1051.6363636363637,33.19166666666667,1014.8666666666667,69.08333333333333,833.75,,5.0,
2023-08-13 00:19:40-04:00,25.0,0.0,1002.0,00:19:40,1091.4666666666667,1002.0,1065998899.0,30.2578125,1033.4615384615386,32.73636363636364,1014.8363636363637,71.36363636363636,685.2727272727273,,5.0,
2023-08-13 00:41:46-04:00,31.0,0.0,730.0,00:41:46,1130.0,730.0,1065998921.0,298.625,1033.4615384615386,32.73636363636364,1014.8363636363637,71.36363636363636,685.2727272727273,,5.0,
2023-08-13 01:03:51-04:00,26.0,0.0,772.0,01:03:51,1130.0,772.0,1065998943.0,252.921875,1033.4615384615386,32.44166666666667,1014.75,74.08333333333333,488.0,,5.0,
2023-08-13 01:25:57-04:00,24.0,0.0,898.0,01:25:57,1127.1333333333334,898.0,1065998965.0,123.1171875,1021.8333333333334,32.44166666666667,1014.75,74.08333333333333,488.0,,5.0,
2023-08-13 01:48:03-04:00,18.0,0.0,1209.0,01:48:03,1098.357142857143,1209.0,1065998988.0,191.953125,1021.8333333333334,32.44166666666667,1014.75,74.08333333333333,488.0,,5.0,
